,Unnamed: 0,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,AWAY_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,POSITION
7564,7564,Oso Ighodaro,1642345,PHX @ ORL,PHX,1610612756,ORL,0,1,22400352,2024-12-08,L,22,4,4,5,2,5,0.4,0,0,,0,0,,4,1,0,0,0,3,-1,16.0,0.8,,118.8,123.4,-4.7,0.148,0.048,0.104,0.222,0.0,0.088,0.4,103.98,102.21,0.057,85.18,"DEC 08, 2024",240,39,83,0.47,13,28,0.464,19,22,0.864,9,30,39,24,7,6,19,24,110,107.12894429294896,11.0,6.0,44.0,0.4772727272727273,1610612753,107.12894429294896,102.68,101.44,100.2,Forward
7565,7565,Marcus Smart,203935,MEM @ WAS,MEM,1610612763,WAS,0,1,22400353,2024-12-08,W,21,13,1,3,5,8,0.625,3,6,0.5,0,0,,0,3,1,0,3,2,29,18.1,1.625,G,137.3,80.4,56.9,0.0,0.111,0.06,0.045,0.33,0.193,0.813,120.6,116.76,0.101,97.3,"DEC 08, 2024",240,50,96,0.521,17,43,0.395,23,29,0.793,12,34,46,34,12,8,16,20,140,124.1575026605179,10.0,5.0,52.0,0.43,1610612764,124.1575026605179,112.76,111.71999999999998,110.68,Guard
7566,7566,Marvin Bagley III,1628963,WAS vs. MEM,WAS,1610612764,MEM,1,0,22400353,2024-12-08,L,25,20,2,7,9,15,0.6,0,2,0.0,2,2,1.0,5,2,0,3,1,2,-6,39.4,1.259,,114.8,128.3,-13.5,0.179,0.077,0.13,0.118,2.0,0.25,0.63,107.37,104.67,0.178,87.23,"DEC 08, 2024",240,43,100,0.43,6,32,0.188,20,22,0.909,20,32,52,20,10,5,21,25,112,101.19262739428984,12.0,8.0,46.0,0.5208333333333334,1610612763,101.19262739428984,110.68,111.71999999999998,112.76,Forward
7567,7567,Jaren Jackson Jr.,1628991,MEM @ WAS,MEM,1610612763,WAS,0,1,22400353,2024-12-08,W,17,21,1,4,8,15,0.533,3,8,0.375,2,4,0.5,1,3,0,4,1,3,18,38.3,1.253,F,127.5,80.5,47.0,0.056,0.13,0.098,0.083,1.0,0.378,0.626,116.87,115.84,0.195,96.53,"DEC 08, 2024",240,50,96,0.521,17,43,0.395,23,29,0.793,12,34,46,34,12,8,16,20,140,124.1575026605179,10.0,5.0,52.0,0.43,1610612764,124.1575026605179,112.76,111.71999999999998,110.68,Forward-Center
7568,7568,Santi Aldama,1630583,MEM @ WAS,MEM,1610612763,WAS,0,1,22400353,2024-12-08,W,20,19,5,7,7,11,0.636,3,5,0.6,2,3,0.667,1,6,1,3,1,1,9,45.9,1.542,,134.8,112.8,22.0,0.043,0.24,0.146,0.294,5.0,0.236,0.771,118.59,112.63,0.245,93.86,"DEC 08, 2024",240,50,96,0.521,17,43,0.395,23,29,0.793,12,34,46,34,12,8,16,20,140,124.1575026605179,10.0,5.0,52.0,0.43,1610612764,124.1575026605179,112.76,111.71999999999998,110.68,Forward-Center
7569,7569,Scotty Pippen Jr.,1630590,MEM @ WAS,MEM,1610612763,WAS,0,1,22400353,2024-12-08,W,22,14,12,3,6,11,0.545,0,1,0.0,2,3,0.667,0,3,2,0,4,0,21,37.6,1.136,G,127.8,88.9,38.9,0.0,0.1,0.058,0.545,3.0,0.268,0.568,117.52,116.15,0.181,96.79,"DEC 08, 2024",240,50,96,0.521,17,43,0.395,23,29,0.793,12,34,46,34,12,8,16,20,140,124.1575026605179,10.0,5.0,52.0,0.43,1610612764,124.1575026605179,112.76,111.71999999999998,110.68,Guard
7570,7570,Jay Huff,1630643,MEM @ WAS,MEM,1610612763,WAS,0,1,22400353,2024-12-08,W,24,17,1,3,6,14,0.429,3,11,0.273,2,2,1.0,1,2,0,0,1,3,3,21.1,1.142,,121.2,113.2,7.9,0.042,0.069,0.057,0.063,1.0,0.262,0.571,108.89,106.1,0.079,88.41,"DEC 08, 2024",240,50,96,0.521,17,43,0.395,23,29,0.793,12,34,46,34,12,8,16,20,140,124.1575026605179,10.0,5.0,52.0,0.43,1610612764,124.1575026605179,112.76,111.71999999999998,110.68,Center
7571,7571,Colin Castleton,1630658,MEM @ WAS,MEM,1610612763,WAS,0,1,22400353,2024-12-08,W,7,6,0,2,1,3,0.333,0,1,0.0,4,4,1.0,2,0,0,0,0,1,0,8.4,1.261,,133.3,142.9,-9.5,0.333,0.0,0.2,0.0,0.0,0.263,0.63,92.86,97.57,0.127,81.31,"DEC 08, 2024",240,50,96,0.521,17,43,0.395,23,29,0.793,12,34,46,34,12,8,16,20,140,124.1575026605179,10.0,5.0,52.0,0.43,1610612764,124.1575026605179,112.76,111.71999999999998,110.68,Center
7572,7572,Johnny Davis,1631098,WAS vs. MEM,WAS,1610612764,MEM,1,0,22400353,2024-12-08,L,20,9,0,3,3,7,0.429,0,3,0.0,3,4,0.75,2,1,2,0,2,1,-5,16.6,1.027,,111.6,120.5,-8.8,0.105,0.045,0.073,0.0,0.0,0.216,0.514,110.01,105.83,0.062,88.19,"DEC 08, 2024",240,43,100,0.43,6,32,0.188,20,22,0.909,20,32,52,20,10,5,21,25,112,101.19262739428984,12.0,8.0,46.0,0.5208333333333334,1610612763,101.19262739428984,110.68,111.71999999999998,112.76,Guard
7573,7573,Jake LaRavia,1631222,MEM @ WAS,MEM,1610612763,WAS,0,1,22400353,2024-12-08,W,24,9,3,3,3,7,0.429,1,3,0.333,2,3,0.667,1,2,2,0,2,3,1,21.1,1.082,,118.9,114.8,4.1,0.04,0.071,0.057,0.15,1.5,0.159,0.541,112.2,108.28,0.059,90.23,"DEC 08, 2024",240,50,96,0.521,17,43,0.395,23,29,0.793,12,34,46,34,12,8,16,20,140,124.1575026605179,10.0,5.0,52.0,0.43,1610612764,124.1575026605179,112.76,111.71999999999998,110.68,Forward
7574,7574,Jaylen Wells,1642377,MEM @ WAS,MEM,1610612763,WAS,0,1,22400353,2024-12-08,W,30,4,2,2,0,3,0.0,0,0,,4,4,1.0,1,1,0,0,1,2,14,8.4,0.84,F,124.6,105.9,18.8,0.036,0.028,0.031,0.067,2.0,0.08,0.42,111.01,110.4,0.011,92.0,"DEC 08, 2024",240,50,96,0.521,17,43,0.395,23,29,0.793,12,34,46,34,12,8,16,20,140,124.1575026605179,10.0,5.0,52.0,0.43,1610612764,124.1575026605179,112.76,111.71999999999998,110.68,Forward
7575,7575,Yuki Kawamura,1642530,MEM @ WAS,MEM,1610612763,WAS,0,1,22400353,2024-12-08,W,5,4,0,0,1,2,0.5,1,2,0.5,1,2,0.5,0,0,1,0,0,0,-1,7.0,1.389,,145.5,170.0,-24.5,0.0,0.0,0.0,0.0,0.0,0.2,0.694,90.36,94.5,0.097,78.75,"DEC 08, 2024",240,50,96,0.521,17,43,0.395,23,29,0.793,12,34,46,34,12,8,16,20,140,124.1575026605179,10.0,5.0,52.0,0.43,1610612764,124.1575026605179,112.76,111.71999999999998,110.68,Guard
7576,7576,Bradley Beal,203078,PHX @ ORL,PHX,1610612756,ORL,0,1,22400352,2024-12-08,L,35,18,2,4,8,12,0.667,1,2,0.5,1,2,0.5,0,4,1,2,5,6,-5,29.8,1.398,F,109.5,121.1,-11.7,0.0,0.108,0.062,0.091,0.4,0.222,0.699,102.79,99.98,0.07,83.32,"DEC 08, 2024",240,39,83,0.47,13,28,0.464,19,22,0.864,9,30,39,24,7,6,19,24,110,107.12894429294896,11.0,6.0,44.0,0.4772727272727273,1610612753,107.12894429294896,102.68,101.44,100.2,Guard
7577,7577,Mason Plumlee,203486,PHX @ ORL,PHX,1610612756,ORL,0,1,22400352,2024-12-08,L,26,7,0,6,2,5,0.4,0,0,,3,4,0.75,1,5,1,4,2,2,-4,27.2,1.036,C,100.0,107.5,-7.5,0.056,0.167,0.125,0.0,0.0,0.155,0.518,101.11,99.01,0.081,82.51,"DEC 08, 2024",240,39,83,0.47,13,28,0.464,19,22,0.864,9,30,39,24,7,6,19,24,110,107.12894429294896,11.0,6.0,44.0,0.4772727272727273,1610612753,107.12894429294896,102.68,101.44,100.2,Forward-Center
7578,7578,Terry Rozier,1626179,MIA vs. CLE,MIA,1610612748,CLE,1,0,22400351,2024-12-08,W,28,14,3,9,6,14,0.429,2,5,0.4,0,0,,2,7,0,1,0,1,10,32.3,1.0,,129.3,114.0,15.3,0.069,0.241,0.155,0.158,0.0,0.206,0.5,99.44,98.69,0.125,82.24,"DEC 08, 2024",240,41,86,0.477,16,37,0.432,24,26,0.923,10,37,47,27,4,4,11,15,122,123.93336042259244,5.0,1.0,36.0,0.4767441860465116,1610612739,123.93336042259244,98.44,98.18,97.92,Guard
7579,7579,Jaylon Tyson,1642281,CLE @ MIA,CLE,1610612739,MIA,0,1,22400351,2024-12-08,L,2,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,5,0.0,0.0,,266.7,100.0,166.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.27,87.27,0.0,72.73,"DEC 08, 2024",240,41,86,0.477,14,33,0.424,17,18,0.944,5,31,36,25,5,1,9,18,113,115.40032679738562,4.0,4.0,47.0,0.4767441860465116,1610612748,115.40032679738562,97.92,98.18,98.44,Guard-Forward
7580,7580,Keldon Johnson,1629640,SAS vs. NOP,SAS,1610612759,NOP,1,0,22400354,2024-12-08,W,11,8,4,2,2,5,0.4,0,2,0.0,4,4,1.0,1,1,1,0,1,2,-7,18.4,1.183,,103.8,130.8,-26.9,0.071,0.083,0.077,0.571,4.0,0.258,0.592,113.68,116.09,0.147,96.74,"DEC 08, 2024",240,42,93,0.452,12,39,0.308,25,31,0.806,16,39,55,27,7,11,13,18,121,116.7502894635276,9.0,8.0,43.0,0.4343434343434343,1610612740,116.7502894635276,103.64,103.44,103.24,Forward-Guard
7581,7581,Myles Turner,1626167,IND vs. CHA,IND,1610612754,CHA,1,0,22400349,2024-12-08,L,21,10,0,1,3,9,0.333,3,4,0.75,1,2,0.5,0,1,1,1,4,4,-7,13.2,1.012,C,77.3,91.1,-13.8,0.0,0.05,0.023,0.0,0.0,0.298,0.506,99.52,102.05,-0.042,85.04,"DEC 08, 2024",240,42,82,0.512,12,36,0.333,13,15,0.867,3,26,29,23,9,7,17,19,109,106.23781676413256,11.0,3.0,45.0,0.5128205128205128,1610612766,106.23781676413256,102.59999999999998,103.02,103.44,Center-Forward
7582,7582,Cody Martin,1628998,CHA @ IND,CHA,1610612766,IND,0,1,22400349,2024-12-08,W,33,14,1,6,6,10,0.6,2,4,0.5,0,0,,1,5,2,0,3,1,4,25.7,1.4,F,102.8,95.9,6.9,0.04,0.161,0.107,0.048,0.33,0.167,0.7,103.52,103.92,0.117,86.6,"DEC 08, 2024",240,40,78,0.513,14,29,0.483,19,26,0.731,10,35,45,24,11,3,24,18,113,109.24207269914928,9.0,7.0,29.0,0.5121951219512195,1610612754,109.24207269914928,103.44,103.02,102.59999999999998,Forward
7583,7583,DaQuan Jeffries,1629610,CHA @ IND,CHA,1610612766,IND,0,1,22400349,2024-12-08,W,20,8,1,4,3,4,0.75,2,3,0.667,0,0,,2,2,1,1,1,0,-2,19.3,2.0,,93.2,95.6,-2.4,0.08,0.118,0.095,0.083,1.0,0.096,1.0,100.4,104.78,0.145,87.32,"DEC 08, 2024",240,40,78,0.513,14,29,0.483,19,26,0.731,10,35,45,24,11,3,24,18,113,109.24207269914928,9.0,7.0,29.0,0.5121951219512195,1610612754,109.24207269914928,103.44,103.02,102.59999999999998,Guard-Forward
7584,7584,Andrew Nembhard,1629614,IND vs. CHA,IND,1610612754,CHA,1,0,22400349,2024-12-08,L,31,10,3,4,3,5,0.6,2,3,0.667,2,2,1.0,1,3,1,0,4,1,-5,18.3,1.701,G,100.0,107.6,-7.6,0.037,0.143,0.083,0.143,0.75,0.145,0.85,102.47,103.35,0.088,86.12,"DEC 08, 2024",240,42,82,0.512,12,36,0.333,13,15,0.867,3,26,29,23,9,7,17,19,109,106.23781676413256,11.0,3.0,45.0,0.5128205128205128,1610612766,106.23781676413256,102.59999999999998,103.02,103.44,Guard-Forward
7585,7585,Tyrese Haliburton,1630169,IND vs. CHA,IND,1610612754,CHA,1,0,22400349,2024-12-08,L,37,9,8,2,4,10,0.4,0,4,0.0,1,2,0.5,0,2,0,3,2,1,-3,30.4,0.827,G,97.4,100.0,-2.6,0.0,0.059,0.029,0.32,4.0,0.16,0.414,100.78,100.93,0.079,84.11,"DEC 08, 2024",240,42,82,0.512,12,36,0.333,13,15,0.867,3,26,29,23,9,7,17,19,109,106.23781676413256,11.0,3.0,45.0,0.5128205128205128,1610612766,106.23781676413256,102.59999999999998,103.02,103.44,Guard
7586,7586,Bennedict Mathurin,1631097,IND vs. CHA,IND,1610612754,CHA,1,0,22400349,2024-12-08,L,34,11,0,3,4,11,0.364,1,7,0.143,2,2,1.0,1,2,1,0,1,3,-7,16.6,0.926,F,95.8,107.0,-11.2,0.031,0.071,0.05,0.0,0.0,0.171,0.463,99.79,101.29,0.027,84.41,"DEC 08, 2024",240,42,82,0.512,12,36,0.333,13,15,0.867,3,26,29,23,9,7,17,19,109,106.23781676413256,11.0,3.0,45.0,0.5128205128205128,1610612766,106.23781676413256,102.59999999999998,103.02,103.44,Guard-Forward
7587,7587,Nick Smith Jr.,1641733,CHA @ IND,CHA,1610612766,IND,0,1,22400349,2024-12-08,W,8,0,1,2,0,4,0.0,0,2,0.0,0,0,,0,2,1,0,1,0,-4,5.9,0.0,,112.5,137.5,-25.0,0.0,0.333,0.133,0.2,1.0,0.278,0.0,98.29,98.04,-0.024,81.7,"DEC 08, 2024",240,40,78,0.513,14,29,0.483,19,26,0.731,10,35,45,24,11,3,24,18,113,109.24207269914928,9.0,7.0,29.0,0.5121951219512195,1610612754,109.24207269914928,103.44,103.02,102.59999999999998,Guard
7588,7588,KJ Simpson,1642354,CHA @ IND,CHA,1610612766,IND,0,1,22400349,2024-12-08,W,13,4,1,0,1,3,0.333,0,1,0.0,2,2,1.0,0,0,0,0,0,0,-1,5.5,1.031,,118.5,122.2,-3.7,0.0,0.0,0.0,0.091,0.0,0.121,0.515,105.43,102.76,0.048,85.63,"DEC 08, 2024",240,40,78,0.513,14,29,0.483,19,26,0.731,10,35,45,24,11,3,24,18,113,109.24207269914928,9.0,7.0,29.0,0.5121951219512195,1610612754,109.24207269914928,103.44,103.02,102.59999999999998,Guard
7589,7589,Enrique Freeman,1642402,IND vs. CHA,IND,1610612754,CHA,1,0,22400349,2024-12-08,L,5,2,0,1,1,1,1.0,0,0,,0,0,,0,1,0,0,0,0,-1,3.2,2.0,,120.0,130.0,-10.0,0.0,0.333,0.167,0.0,0.0,0.1,1.0,89.73,95.05,0.105,79.21,"DEC 08, 2024",240,42,82,0.512,12,36,0.333,13,15,0.867,3,26,29,23,9,7,17,19,109,106.23781676413256,11.0,3.0,45.0,0.5128205128205128,1610612766,106.23781676413256,102.59999999999998,103.02,103.44,Forward
7590,7590,Russell Westbrook,201566,DEN @ ATL,DEN,1610612743,ATL,0,1,22400350,2024-12-08,W,31,9,11,1,4,6,0.667,1,3,0.333,0,1,0.0,0,1,2,1,4,3,12,31.7,1.398,G,120.8,107.1,13.7,0.0,0.026,0.015,0.355,2.75,0.123,0.699,111.6,111.01,0.085,92.51,"DEC 08, 2024",240,56,89,0.629,12,27,0.444,17,24,0.708,7,36,43,43,9,5,18,22,141,127.53256150506512,12.0,2.0,45.0,0.4059405940594059,1610612737,127.53256150506512,110.56,108.21999999999998,105.88,Guard
7591,7591,DeAndre Jordan,201599,DEN @ ATL,DEN,1610612743,ATL,0,1,22400350,2024-12-08,W,10,4,2,4,2,2,1.0,0,0,,0,0,,0,4,0,0,1,0,0,10.8,2.0,,140.0,140.0,0.0,0.0,0.308,0.235,0.222,2.0,0.15,1.0,98.5,94.89,0.159,79.08,"DEC 08, 2024",240,56,89,0.629,12,27,0.444,17,24,0.708,7,36,43,43,9,5,18,22,141,127.53256150506512,12.0,2.0,45.0,0.4059405940594059,1610612737,127.53256150506512,110.56,108.21999999999998,105.88,Center
7592,7592,Aaron Gordon,203932,DEN @ ATL,DEN,1610612743,ATL,0,1,22400350,2024-12-08,W,23,6,6,2,1,6,0.167,0,4,0.0,4,5,0.8,0,2,0,1,3,1,17,17.4,0.732,F,130.9,100.0,30.9,0.0,0.065,0.039,0.222,2.0,0.175,0.366,116.88,115.37,0.038,96.14,"DEC 08, 2024",240,56,89,0.629,12,27,0.444,17,24,0.708,7,36,43,43,9,5,18,22,141,127.53256150506512,12.0,2.0,45.0,0.4059405940594059,1610612737,127.53256150506512,110.56,108.21999999999998,105.88,Forward
7593,7593,Clint Capela,203991,ATL vs. DEN,ATL,1610612737,DEN,1,0,22400350,2024-12-08,L,19,9,1,10,4,7,0.571,0,0,,1,2,0.5,6,4,0,0,0,5,-11,22.5,1.142,C,97.7,120.0,-22.3,0.24,0.211,0.227,0.077,0.0,0.154,0.571,114.29,112.32,0.095,93.6,"DEC 08, 2024",240,41,101,0.406,9,40,0.225,20,27,0.741,19,26,45,26,12,2,12,22,111,104.83566301473364,9.0,5.0,43.0,0.6292134831460674,1610612743,104.83566301473364,105.88,108.21999999999998,110.56,Center
7594,7594,Nikola Jokić,203999,DEN @ ATL,DEN,1610612743,ATL,0,1,22400350,2024-12-08,W,35,48,8,14,17,29,0.586,3,6,0.5,11,13,0.846,3,11,3,0,3,2,25,82.8,1.382,C,128.4,98.8,29.6,0.1,0.234,0.182,0.333,2.67,0.402,0.691,111.26,110.24,0.312,91.87,"DEC 08, 2024",240,56,89,0.629,12,27,0.444,17,24,0.708,7,36,43,43,9,5,18,22,141,127.53256150506512,12.0,2.0,45.0,0.4059405940594059,1610612737,127.53256150506512,110.56,108.21999999999998,105.88,Center
7595,7595,Larry Nance Jr.,1626204,ATL vs. DEN,ATL,1610612737,DEN,1,0,22400350,2024-12-08,L,24,16,3,4,6,11,0.545,2,7,0.286,2,2,1.0,0,4,2,0,0,2,-26,31.3,1.347,F,91.1,135.1,-44.0,0.0,0.2,0.075,0.25,0.0,0.179,0.673,109.06,111.15,0.143,92.62,"DEC 08, 2024",240,41,101,0.406,9,40,0.225,20,27,0.741,19,26,45,26,12,2,12,22,111,104.83566301473364,9.0,5.0,43.0,0.6292134831460674,1610612743,104.83566301473364,105.88,108.21999999999998,110.56,Forward-Center
7596,7596,Trae Young,1629027,ATL vs. DEN,ATL,1610612737,DEN,1,0,22400350,2024-12-08,L,35,15,10,4,6,13,0.462,2,7,0.286,1,2,0.5,1,3,3,0,4,1,-5,39.8,1.081,G,116.0,119.3,-3.2,0.024,0.097,0.055,0.323,2.5,0.188,0.54,112.6,112.03,0.097,93.36,"DEC 08, 2024",240,41,101,0.406,9,40,0.225,20,27,0.741,19,26,45,26,12,2,12,22,111,104.83566301473364,9.0,5.0,43.0,0.6292134831460674,1610612743,104.83566301473364,105.88,108.21999999999998,110.56,Guard
7597,7597,Zeke Nnaji,1630192,DEN @ ATL,DEN,1610612743,ATL,0,1,22400350,2024-12-08,W,3,2,0,0,1,2,0.5,0,0,,0,1,0.0,0,0,0,0,0,0,5,2.0,0.82,,128.6,57.1,71.4,0.0,0.0,0.0,0.0,0.0,0.25,0.41,122.32,118.59,0.0,98.82,"DEC 08, 2024",240,56,89,0.629,12,27,0.444,17,24,0.708,7,36,43,43,9,5,18,22,141,127.53256150506512,12.0,2.0,45.0,0.4059405940594059,1610612737,127.53256150506512,110.56,108.21999999999998,105.88,Forward-Center
7598,7598,Dyson Daniels,1630700,ATL vs. DEN,ATL,1610612737,DEN,1,0,22400350,2024-12-08,L,34,18,6,4,7,15,0.467,2,5,0.4,2,4,0.5,1,3,5,1,3,3,-6,46.8,1.074,G,115.6,117.3,-1.7,0.025,0.097,0.056,0.207,2.0,0.217,0.537,113.87,113.09,0.093,94.24,"DEC 08, 2024",240,41,101,0.406,9,40,0.225,20,27,0.741,19,26,45,26,12,2,12,22,111,104.83566301473364,9.0,5.0,43.0,0.6292134831460674,1610612743,104.83566301473364,105.88,108.21999999999998,110.56,Guard
7599,7599,Julian Strawther,1631124,DEN @ ATL,DEN,1610612743,ATL,0,1,22400350,2024-12-08,W,22,13,3,2,5,6,0.833,3,4,0.75,0,0,,0,2,0,0,3,3,-2,16.9,2.167,,119.6,121.3,-1.7,0.0,0.069,0.05,0.188,1.0,0.191,1.083,102.88,103.02,0.11,85.85,"DEC 08, 2024",240,56,89,0.629,12,27,0.444,17,24,0.708,7,36,43,43,9,5,18,22,141,127.53256150506512,12.0,2.0,45.0,0.4059405940594059,1610612737,127.53256150506512,110.56,108.21999999999998,105.88,Guard
7600,7600,Christian Braun,1631128,DEN @ ATL,DEN,1610612743,ATL,0,1,22400350,2024-12-08,W,32,17,4,8,7,11,0.636,2,2,1.0,1,2,0.5,2,6,2,1,1,3,34,40.6,1.431,G,134.7,94.4,40.3,0.074,0.136,0.113,0.125,4.0,0.153,0.715,109.45,108.82,0.134,90.68,"DEC 08, 2024",240,56,89,0.629,12,27,0.444,17,24,0.708,7,36,43,43,9,5,18,22,141,127.53256150506512,12.0,2.0,45.0,0.4059405940594059,1610612737,127.53256150506512,110.56,108.21999999999998,105.88,Guard
7601,7601,David Roddy,1631223,ATL vs. DEN,ATL,1610612737,DEN,1,0,22400350,2024-12-08,L,4,0,0,1,0,1,0.0,0,1,0.0,0,0,,0,1,0,1,0,0,-9,4.2,0.0,,40.0,144.4,-104.4,0.0,0.25,0.125,0.0,0.0,0.1,0.0,113.33,110.77,0.029,92.31,"DEC 08, 2024",240,41,101,0.406,9,40,0.225,20,27,0.741,19,26,45,26,12,2,12,22,111,104.83566301473364,9.0,5.0,43.0,0.6292134831460674,1610612743,104.83566301473364,105.88,108.21999999999998,110.56,Forward
7602,7602,Kobe Bufkin,1641723,ATL vs. DEN,ATL,1610612737,DEN,1,0,22400350,2024-12-08,L,4,4,0,2,2,3,0.667,0,1,0.0,0,0,,0,2,0,0,1,1,-9,5.4,1.333,,40.0,144.4,-104.4,0.0,0.5,0.25,0.0,0.0,0.4,0.667,113.33,110.77,0.176,92.31,"DEC 08, 2024",240,41,101,0.406,9,40,0.225,20,27,0.741,19,26,45,26,12,2,12,22,111,104.83566301473364,9.0,5.0,43.0,0.6292134831460674,1610612743,104.83566301473364,105.88,108.21999999999998,110.56,Guard
7603,7603,Hunter Tyson,1641816,DEN @ ATL,DEN,1610612743,ATL,0,1,22400350,2024-12-08,W,8,5,1,1,2,2,1.0,1,1,1.0,0,0,,0,1,0,0,0,1,7,7.7,2.5,,105.0,77.8,27.2,0.0,0.125,0.056,0.143,0.0,0.087,1.25,115.45,116.92,0.185,97.44,"DEC 08, 2024",240,56,89,0.629,12,27,0.444,17,24,0.708,7,36,43,43,9,5,18,22,141,127.53256150506512,12.0,2.0,45.0,0.4059405940594059,1610612737,127.53256150506512,110.56,108.21999999999998,105.88,Forward
7604,7604,Zaccharie Risacher,1642258,ATL vs. DEN,ATL,1610612737,DEN,1,0,22400350,2024-12-08,L,29,10,0,4,3,11,0.273,0,2,0.0,4,6,0.667,2,2,1,0,1,2,-13,16.8,0.733,F,110.8,132.8,-22.0,0.056,0.091,0.069,0.0,0.0,0.183,0.367,106.79,105.07,0.007,87.56,"DEC 08, 2024",240,41,101,0.406,9,40,0.225,20,27,0.741,19,26,45,26,12,2,12,22,111,104.83566301473364,9.0,5.0,43.0,0.6292134831460674,1610612743,104.83566301473364,105.88,108.21999999999998,110.56,Forward
7605,7605,Michael Porter Jr.,1629008,DEN @ ATL,DEN,1610612743,ATL,0,1,22400350,2024-12-08,W,36,26,3,7,12,17,0.706,1,5,0.2,1,1,1.0,2,5,0,0,1,2,15,37.9,1.491,F,128.8,112.8,15.9,0.074,0.106,0.095,0.1,3.0,0.2,0.745,106.76,106.03,0.147,88.36,"DEC 08, 2024",240,56,89,0.629,12,27,0.444,17,24,0.708,7,36,43,43,9,5,18,22,141,127.53256150506512,12.0,2.0,45.0,0.4059405940594059,1610612737,127.53256150506512,110.56,108.21999999999998,105.88,Forward
7606,7606,De'Andre Hunter,1629631,ATL vs. DEN,ATL,1610612737,DEN,1,0,22400350,2024-12-08,L,24,20,1,3,7,20,0.35,3,9,0.333,3,3,1.0,1,2,0,0,0,2,-20,25.1,0.938,,101.8,138.2,-36.4,0.027,0.111,0.055,0.083,0.0,0.323,0.469,109.59,107.98,0.072,89.98,"DEC 08, 2024",240,41,101,0.406,9,40,0.225,20,27,0.741,19,26,45,26,12,2,12,22,111,104.83566301473364,9.0,5.0,43.0,0.6292134831460674,1610612743,104.83566301473364,105.88,108.21999999999998,110.56,Forward-Guard
7607,7607,Garrison Mathews,1629726,ATL vs. DEN,ATL,1610612737,DEN,1,0,22400350,2024-12-08,L,21,2,1,2,0,4,0.0,0,4,0.0,2,2,1.0,0,2,0,0,0,4,-27,5.9,0.41,,84.1,139.1,-55.0,0.0,0.154,0.049,0.091,0.0,0.098,0.205,105.27,103.75,-0.035,86.46,"DEC 08, 2024",240,41,101,0.406,9,40,0.225,20,27,0.741,19,26,45,26,12,2,12,22,111,104.83566301473364,9.0,5.0,43.0,0.6292134831460674,1610612743,104.83566301473364,105.88,108.21999999999998,110.56,Guard
7608,7608,Onyeka Okongwu,1630168,ATL vs. DEN,ATL,1610612737,DEN,1,0,22400350,2024-12-08,L,25,14,1,9,5,10,0.5,0,0,,4,4,1.0,7,2,1,0,1,2,-10,28.3,1.19,,120.8,139.6,-18.9,0.212,0.133,0.188,0.059,1.0,0.197,0.595,104.66,102.31,0.099,85.25,"DEC 08, 2024",240,41,101,0.406,9,40,0.225,20,27,0.741,19,26,45,26,12,2,12,22,111,104.83566301473364,9.0,5.0,43.0,0.6292134831460674,1610612743,104.83566301473364,105.88,108.21999999999998,110.56,Forward-Center
7609,7609,Peyton Watson,1631212,DEN @ ATL,DEN,1610612743,ATL,0,1,22400350,2024-12-08,W,18,2,0,1,1,2,0.5,0,1,0.0,0,1,0.0,0,1,1,2,0,3,9,12.2,0.82,,132.5,112.8,19.7,0.0,0.043,0.029,0.0,0.0,0.048,0.41,104.79,105.22,0.0,87.68,"DEC 08, 2024",240,56,89,0.629,12,27,0.444,17,24,0.708,7,36,43,43,9,5,18,22,141,127.53256150506512,12.0,2.0,45.0,0.4059405940594059,1610612737,127.53256150506512,110.56,108.21999999999998,105.88,Guard
